gene,TB,Sepsis,Dengue
IFNAR1,TRUE,FALSE,FALSE
AP3B1,TRUE,FALSE,FALSE
UBE3C,TRUE,FALSE,FALSE
PPP1R8,TRUE,FALSE,FALSE
MRC1,TRUE,FALSE,FALSE
RPS6KA3,TRUE,FALSE,FALSE
PICALM,TRUE,FALSE,FALSE
PRRC1,TRUE,FALSE,FALSE
NOTCH2,TRUE,FALSE,FALSE
TRAK2,TRUE,FALSE,FALSE
DNAJA4,TRUE,FALSE,FALSE
KLF2,TRUE,TRUE,TRUE
GSK3B,TRUE,FALSE,FALSE
BTD,TRUE,FALSE,FALSE
ARHGAP25,TRUE,TRUE,TRUE
INAFM2,TRUE,FALSE,FALSE
IRF2,TRUE,FALSE,TRUE
MOB2,TRUE,FALSE,FALSE
PIGV,TRUE,FALSE,FALSE
SERTAD3,TRUE,TRUE,FALSE
GBP3,TRUE,FALSE,FALSE
ZFAND3,TRUE,FALSE,FALSE
TFPT,TRUE,FALSE,FALSE
RAB29,TRUE,FALSE,TRUE
KLF13,TRUE,FALSE,FALSE
IFI16,TRUE,TRUE,TRUE
PPP1R15B,TRUE,FALSE,TRUE
CLDND1,TRUE,FALSE,FALSE
SERPINB6,TRUE,TRUE,FALSE
THAP11,TRUE,FALSE,FALSE
TRNAU1AP,TRUE,FALSE,FALSE
KLF4,TRUE,TRUE,FALSE
CSGALNACT2,TRUE,TRUE,FALSE
ARF6,TRUE,TRUE,FALSE
ANAPC1,TRUE,FALSE,FALSE
NUP42,TRUE,FALSE,FALSE
PRPS2,TRUE,FALSE,FALSE
CARD9,TRUE,FALSE,FALSE
IL6ST,TRUE,FALSE,FALSE
TSC22D4,TRUE,TRUE,FALSE
GCN1,TRUE,FALSE,FALSE
FLOT1,TRUE,TRUE,FALSE
SGPL1,TRUE,FALSE,FALSE
TBC1D2,TRUE,FALSE,FALSE
DNAJB1,TRUE,FALSE,FALSE
ZHX1,TRUE,FALSE,FALSE
RAB28,TRUE,FALSE,FALSE
RP9,TRUE,FALSE,FALSE
NPRL2,TRUE,FALSE,FALSE
SPATA13,TRUE,FALSE,FALSE
BATF3,TRUE,FALSE,FALSE
METTL9,TRUE,FALSE,FALSE
GIPC1,TRUE,FALSE,FALSE
FIG4,TRUE,FALSE,FALSE
ATF6,TRUE,FALSE,FALSE
IQSEC1,TRUE,FALSE,FALSE
FERMT3,TRUE,TRUE,TRUE
HERPUD2,TRUE,FALSE,FALSE
EFR3A,TRUE,FALSE,FALSE
RPRD2,TRUE,FALSE,FALSE
ECPAS,TRUE,FALSE,FALSE
GNA12,TRUE,TRUE,FALSE
RPS6KB2,TRUE,FALSE,FALSE
MBD1,TRUE,FALSE,FALSE
YIF1B,TRUE,TRUE,FALSE
YTHDF1,TRUE,FALSE,FALSE
MGME1,TRUE,FALSE,FALSE
PIGH,TRUE,FALSE,FALSE
UPF3A,TRUE,TRUE,FALSE
FLVCR2,TRUE,FALSE,FALSE
RBM14,TRUE,FALSE,FALSE
TMEM248,TRUE,FALSE,FALSE
ANO10,TRUE,FALSE,FALSE
UBAC1,TRUE,TRUE,FALSE
ARL8A,TRUE,FALSE,FALSE
HS1BP3,TRUE,FALSE,FALSE
CTBS,TRUE,FALSE,FALSE
FBXL3,TRUE,FALSE,FALSE
UNC5B,TRUE,FALSE,FALSE
SMCR8,TRUE,FALSE,FALSE
SIGIRR,TRUE,TRUE,FALSE
CXorf38,TRUE,FALSE,FALSE
UBR2,TRUE,FALSE,FALSE
IPO5,TRUE,FALSE,TRUE
PAXX,TRUE,FALSE,FALSE
NME6,TRUE,FALSE,FALSE
CASP8AP2,TRUE,FALSE,FALSE
TMX3,TRUE,FALSE,FALSE
TRIM13,TRUE,FALSE,FALSE
AHCY,TRUE,FALSE,FALSE
PRXL2A,TRUE,FALSE,FALSE
ARFGAP3,TRUE,TRUE,TRUE
DDX50,TRUE,FALSE,FALSE
CHMP6,TRUE,FALSE,FALSE
HIBCH,TRUE,FALSE,FALSE
ADTRP,TRUE,FALSE,FALSE
RIN2,TRUE,FALSE,FALSE
POMGNT1,TRUE,FALSE,FALSE
ZDHHC20,TRUE,FALSE,FALSE
PRPF19,TRUE,FALSE,FALSE
ARNT,TRUE,FALSE,FALSE
FBL,TRUE,TRUE,TRUE
PCCA,TRUE,FALSE,FALSE
CRBN,TRUE,TRUE,FALSE
CCDC92,TRUE,FALSE,FALSE
PRCC,TRUE,FALSE,FALSE
RAB32,TRUE,FALSE,FALSE
NCOA2,TRUE,FALSE,FALSE
DOCK7,TRUE,FALSE,FALSE
KCMF1,TRUE,FALSE,FALSE
MR1,TRUE,FALSE,FALSE
LRRC8C,TRUE,FALSE,FALSE
YIPF5,TRUE,TRUE,FALSE
STAM2,TRUE,FALSE,FALSE
DNTTIP2,TRUE,TRUE,FALSE
BBS4,TRUE,FALSE,FALSE
STK17B,TRUE,FALSE,FALSE
ARMC7,TRUE,FALSE,FALSE
ZSCAN32,TRUE,FALSE,FALSE
SHOC2,TRUE,FALSE,FALSE
RTF1,TRUE,FALSE,FALSE
ALKBH5,TRUE,FALSE,FALSE
YLPM1,TRUE,FALSE,FALSE
RSRC1,TRUE,FALSE,FALSE
ATP11A,TRUE,FALSE,FALSE
YME1L1,TRUE,FALSE,TRUE
SSNA1,TRUE,TRUE,FALSE
PQBP1,TRUE,TRUE,FALSE
TMEM91,TRUE,TRUE,FALSE
HECA,TRUE,FALSE,FALSE
AASDH,TRUE,FALSE,FALSE
RNF8,TRUE,FALSE,FALSE
RAB7B,TRUE,FALSE,FALSE
SLC25A46,TRUE,FALSE,FALSE
GMCL1,TRUE,FALSE,FALSE
RDH11,TRUE,FALSE,FALSE
SOD2,TRUE,FALSE,TRUE
EPB41L3,TRUE,TRUE,FALSE
TOB1,TRUE,TRUE,FALSE
PREB,TRUE,FALSE,FALSE
CMPK1,TRUE,FALSE,FALSE
CAB39,TRUE,FALSE,FALSE
RIOK3,TRUE,FALSE,FALSE
MAPRE2,TRUE,FALSE,FALSE
INTS10,TRUE,TRUE,FALSE
GMPS,TRUE,FALSE,FALSE
RCOR1,TRUE,FALSE,TRUE
HDGFL2,TRUE,FALSE,FALSE
GRSF1,TRUE,TRUE,FALSE
ST3GAL2,TRUE,FALSE,FALSE
TM2D1,TRUE,FALSE,FALSE
ILKAP,TRUE,FALSE,FALSE
UTP6,TRUE,FALSE,FALSE
DENND5A,TRUE,FALSE,FALSE
RHOQ,TRUE,FALSE,FALSE
SELENOM,TRUE,FALSE,FALSE
CCNY,TRUE,TRUE,FALSE
MDM2,TRUE,FALSE,FALSE
UBAC2,TRUE,FALSE,FALSE
TUT4,TRUE,FALSE,FALSE
SMARCD1,TRUE,FALSE,FALSE
MAP4,TRUE,FALSE,FALSE
RASSF3,TRUE,TRUE,FALSE
WIPI2,TRUE,FALSE,FALSE
ARMC8,TRUE,FALSE,FALSE
GOLIM4,TRUE,FALSE,FALSE
IMPDH2,TRUE,FALSE,FALSE
DOCK10,TRUE,FALSE,FALSE
QTRT2,TRUE,FALSE,FALSE
DDX60,TRUE,FALSE,TRUE
SEL1L3,TRUE,FALSE,FALSE
CD99,TRUE,TRUE,TRUE
SNX18,TRUE,FALSE,FALSE
UBE2Q2,TRUE,FALSE,FALSE
SLC25A39,TRUE,TRUE,FALSE
SPRYD4,TRUE,FALSE,FALSE
RAB1A,TRUE,FALSE,FALSE
SRSF5,TRUE,TRUE,TRUE
DPM2,TRUE,FALSE,FALSE
CARD6,TRUE,FALSE,FALSE
CORO7,TRUE,FALSE,TRUE
CYP20A1,TRUE,FALSE,FALSE
NFKBIE,TRUE,FALSE,FALSE
PLPP5,TRUE,TRUE,FALSE
SWAP70,TRUE,FALSE,FALSE
PIK3CB,TRUE,FALSE,FALSE
PPM1M,TRUE,FALSE,FALSE
DNAJC7,TRUE,TRUE,FALSE
PRAG1,TRUE,FALSE,FALSE
PABPC4,TRUE,TRUE,FALSE
NAA15,TRUE,FALSE,FALSE
CD164,TRUE,TRUE,FALSE
USP9X,TRUE,FALSE,TRUE
B4GALT7,TRUE,FALSE,FALSE
PSMD1,TRUE,FALSE,FALSE
CCDC137,TRUE,FALSE,FALSE
RNF40,TRUE,FALSE,FALSE
MOB1B,TRUE,FALSE,FALSE
FARSB,TRUE,FALSE,FALSE
PYM1,TRUE,TRUE,FALSE
TNFRSF1A,TRUE,FALSE,FALSE
PXMP4,TRUE,FALSE,FALSE
SLC25A26,TRUE,FALSE,FALSE
COPG1,TRUE,FALSE,FALSE
CASP8,TRUE,FALSE,FALSE
SNRNP40,TRUE,FALSE,FALSE
TRMT1,TRUE,FALSE,FALSE
PRPS1,TRUE,FALSE,FALSE
SLFN11,TRUE,FALSE,FALSE
TMEM33,TRUE,TRUE,FALSE
FAM49A,TRUE,TRUE,TRUE
TBC1D5,TRUE,FALSE,FALSE
NTPCR,TRUE,FALSE,FALSE
RNF41,TRUE,FALSE,TRUE
IRF3,TRUE,FALSE,TRUE
DCUN1D1,TRUE,FALSE,FALSE
USP39,TRUE,FALSE,FALSE
CASP6,TRUE,FALSE,FALSE
PTEN,TRUE,FALSE,FALSE
GALC,TRUE,FALSE,FALSE
VRK2,TRUE,FALSE,TRUE
AGFG1,TRUE,FALSE,FALSE
DKC1,TRUE,FALSE,FALSE
NACC1,TRUE,FALSE,FALSE
LIX1L,TRUE,FALSE,FALSE
TRMT11,TRUE,FALSE,FALSE
ANKRD28,TRUE,FALSE,FALSE
NAPA,TRUE,FALSE,TRUE
VOPP1,TRUE,TRUE,FALSE
IQSEC2,TRUE,FALSE,FALSE
APBB1IP,TRUE,TRUE,FALSE
CLINT1,TRUE,FALSE,FALSE
FEM1C,TRUE,FALSE,FALSE
PWP1,TRUE,FALSE,FALSE
MFSD11,TRUE,FALSE,FALSE
ZNF830,TRUE,FALSE,TRUE
STX4,TRUE,FALSE,FALSE
GOLPH3,TRUE,FALSE,FALSE
ATP6V1A,TRUE,TRUE,FALSE
CRYBG1,TRUE,FALSE,FALSE
PDPK1,TRUE,FALSE,FALSE
BTK,TRUE,FALSE,FALSE
SPOP,TRUE,FALSE,FALSE
MRPL48,TRUE,FALSE,FALSE
SDSL,TRUE,FALSE,FALSE
STAT5B,TRUE,FALSE,FALSE
TRAPPC8,TRUE,FALSE,TRUE
SLC7A6OS,TRUE,FALSE,FALSE
NUP98,TRUE,FALSE,TRUE
ARHGAP9,TRUE,FALSE,TRUE
THUMPD1,TRUE,FALSE,FALSE
ZNF83,TRUE,FALSE,FALSE
MMAB,TRUE,FALSE,FALSE
CD69,TRUE,TRUE,TRUE
ASGR1,TRUE,FALSE,FALSE
ATF7,TRUE,FALSE,FALSE
ZNRF2,TRUE,FALSE,FALSE
ELP1,TRUE,FALSE,FALSE
DIAPH2,TRUE,FALSE,FALSE
ST6GALNAC4,TRUE,FALSE,FALSE
SLC2A6,TRUE,FALSE,FALSE
CNOT1,TRUE,TRUE,FALSE
NDEL1,TRUE,FALSE,FALSE
IDH1,TRUE,FALSE,FALSE
GPS1,TRUE,TRUE,FALSE
SLC39A9,TRUE,FALSE,FALSE
STIP1,TRUE,TRUE,FALSE
FKBP8,TRUE,FALSE,FALSE
KPNA4,TRUE,FALSE,FALSE
ZDHHC7,TRUE,FALSE,FALSE
FOXN3,TRUE,FALSE,FALSE
MRPL10,TRUE,TRUE,FALSE
PCID2,TRUE,FALSE,FALSE
TASOR,TRUE,FALSE,FALSE
UBE2E2,TRUE,FALSE,FALSE
SLC49A3,TRUE,FALSE,FALSE
AP3S2,TRUE,FALSE,FALSE
CDK5RAP1,TRUE,FALSE,FALSE
HSPA9,TRUE,FALSE,TRUE
PHTF2,TRUE,FALSE,FALSE
AHCYL1,TRUE,FALSE,FALSE
LRPPRC,TRUE,FALSE,FALSE
SLC39A11,TRUE,FALSE,FALSE
TMEM167B,TRUE,TRUE,FALSE
SMNDC1,TRUE,FALSE,FALSE
PAFAH1B2,TRUE,FALSE,FALSE
IRF8,TRUE,TRUE,FALSE
SLC31A1,TRUE,FALSE,FALSE
UMAD1,TRUE,FALSE,FALSE
DNAJB11,TRUE,TRUE,FALSE
NT5C3A,TRUE,TRUE,TRUE
MED27,TRUE,FALSE,FALSE
SLC25A36,TRUE,TRUE,FALSE
LITAF,TRUE,TRUE,TRUE
ELMSAN1,TRUE,TRUE,FALSE
ACTR1B,TRUE,FALSE,FALSE
RPGR,TRUE,FALSE,TRUE
CNP,TRUE,FALSE,TRUE
ACBD6,TRUE,FALSE,FALSE
COPS7A,TRUE,FALSE,FALSE
ADAM10,TRUE,FALSE,FALSE
DDX23,TRUE,FALSE,FALSE
BTG2,TRUE,TRUE,TRUE
IMPDH1,TRUE,FALSE,FALSE
DDX21,TRUE,TRUE,TRUE
ZNF567,TRUE,FALSE,FALSE
DENND4A,TRUE,FALSE,TRUE
SH3PXD2A,TRUE,FALSE,FALSE
MMP19,TRUE,FALSE,FALSE
UBE2S,TRUE,FALSE,FALSE
NUP58,TRUE,FALSE,TRUE
POLR1C,TRUE,FALSE,FALSE
VWA8,TRUE,FALSE,FALSE
ELK1,TRUE,FALSE,FALSE
MAP3K8,TRUE,TRUE,TRUE
MAPK3,TRUE,FALSE,FALSE
SNX13,TRUE,FALSE,FALSE
MLX,TRUE,TRUE,FALSE
TDP2,TRUE,FALSE,FALSE
ARF5,TRUE,TRUE,FALSE
UNC119,TRUE,FALSE,FALSE
INHBA,TRUE,FALSE,FALSE
TMEM41B,TRUE,FALSE,FALSE
VPS50,TRUE,FALSE,FALSE
STAMBP,TRUE,FALSE,FALSE
USP25,TRUE,FALSE,FALSE
IARS,TRUE,FALSE,FALSE
RORA,TRUE,FALSE,FALSE
PNRC2,TRUE,FALSE,FALSE
MACO1,TRUE,FALSE,FALSE
TK2,TRUE,FALSE,FALSE
CUL4A,TRUE,FALSE,FALSE
FCN1,TRUE,FALSE,FALSE
SERPINA1,TRUE,TRUE,FALSE
CLEC7A,TRUE,FALSE,FALSE
GRN,TRUE,TRUE,TRUE
S100A12,TRUE,TRUE,FALSE
IL32,TRUE,TRUE,TRUE
RGS2,TRUE,TRUE,FALSE
PLAUR,TRUE,FALSE,TRUE
LILRB2,TRUE,FALSE,TRUE
RNF130,TRUE,TRUE,FALSE
NAMPT,TRUE,TRUE,TRUE
NCF1,TRUE,TRUE,TRUE
AP1S2,TRUE,TRUE,FALSE
FGR,TRUE,TRUE,TRUE
IFITM3,TRUE,TRUE,TRUE
ODF3B,TRUE,FALSE,TRUE
WARS,TRUE,TRUE,TRUE
NEAT1,TRUE,TRUE,TRUE
MAFB,TRUE,FALSE,FALSE
CD3E,TRUE,TRUE,TRUE
HLA-DMA,TRUE,TRUE,TRUE
ASAH1,TRUE,FALSE,FALSE
PTPRE,TRUE,FALSE,FALSE
IFNGR2,TRUE,TRUE,TRUE
LGALS9,TRUE,FALSE,TRUE
CDKN1A,TRUE,TRUE,TRUE
C19orf38,TRUE,TRUE,FALSE
JAML,TRUE,FALSE,FALSE
TNFRSF1B,TRUE,TRUE,TRUE
DMXL2,TRUE,FALSE,FALSE
LILRB3,TRUE,TRUE,FALSE
LCK,TRUE,TRUE,TRUE
OCIAD2,TRUE,TRUE,FALSE
LILRA5,TRUE,FALSE,FALSE
NUP214,TRUE,TRUE,FALSE
CD300E,TRUE,FALSE,FALSE
ZNF385A,TRUE,FALSE,FALSE
COTL1,TRUE,TRUE,TRUE
NFKBIZ,TRUE,FALSE,TRUE
C5AR1,TRUE,FALSE,FALSE
PLXDC2,TRUE,TRUE,FALSE
KCTD12,TRUE,TRUE,FALSE
SLC7A7,TRUE,TRUE,FALSE
TNFSF10,TRUE,TRUE,TRUE
ATF3,TRUE,FALSE,FALSE
DUSP6,TRUE,TRUE,FALSE
FOSB,TRUE,TRUE,TRUE
MEF2C,TRUE,FALSE,TRUE
PRAM1,TRUE,FALSE,FALSE
TRAPPC5,TRUE,FALSE,TRUE
LGALS2,TRUE,FALSE,FALSE
NAIP,TRUE,FALSE,FALSE
GRB2,TRUE,TRUE,FALSE
UBXN11,TRUE,FALSE,FALSE
CD7,TRUE,FALSE,FALSE
CSF1R,TRUE,FALSE,FALSE
HK3,TRUE,FALSE,TRUE
RILPL2,TRUE,TRUE,TRUE
MARCKS,TRUE,TRUE,TRUE
ATP6V0D1,TRUE,TRUE,TRUE
POU2F2,TRUE,TRUE,FALSE
LYST,TRUE,FALSE,TRUE
RAB24,TRUE,FALSE,TRUE
MCL1,TRUE,TRUE,TRUE
LRRK2,TRUE,TRUE,FALSE
TNFSF13,TRUE,FALSE,FALSE
NR4A1,TRUE,FALSE,TRUE
MXD1,TRUE,TRUE,FALSE
HMOX1,TRUE,TRUE,FALSE
CCL3,TRUE,FALSE,TRUE
IFITM1,TRUE,TRUE,TRUE
CXCL8,TRUE,FALSE,TRUE
CDA,TRUE,FALSE,FALSE
SYK,TRUE,TRUE,FALSE
PECAM1,TRUE,TRUE,FALSE
PLXNB2,TRUE,FALSE,FALSE
STAB1,TRUE,FALSE,TRUE
RAB11FIP1,TRUE,TRUE,TRUE
IL17RA,TRUE,FALSE,TRUE
NUMB,TRUE,FALSE,FALSE
MIDN,TRUE,TRUE,TRUE
RASSF4,TRUE,FALSE,FALSE
SH3BP2,TRUE,FALSE,FALSE
IFNGR1,TRUE,FALSE,TRUE
GPBAR1,TRUE,FALSE,FALSE
PRKCD,TRUE,FALSE,TRUE
FOS,TRUE,TRUE,TRUE
LILRB4,TRUE,TRUE,FALSE
SULT1A1,TRUE,TRUE,FALSE
AOAH,TRUE,TRUE,TRUE
RNASE6,TRUE,FALSE,TRUE
QKI,TRUE,FALSE,FALSE
LINC00937,TRUE,FALSE,FALSE
RXRA,TRUE,FALSE,FALSE
CSF2RA,TRUE,FALSE,FALSE
SLC43A2,TRUE,TRUE,FALSE
APOBEC3A,TRUE,FALSE,TRUE
ITGAX,TRUE,FALSE,FALSE
LTBR,TRUE,FALSE,FALSE
NLRP3,TRUE,TRUE,FALSE
PTAFR,TRUE,FALSE,FALSE
ADGRE2,TRUE,TRUE,FALSE
NRROS,TRUE,FALSE,TRUE
PSTPIP2,TRUE,FALSE,FALSE
LILRA1,TRUE,TRUE,FALSE
JAK2,TRUE,FALSE,TRUE
SH2B3,TRUE,FALSE,TRUE
OSCAR,TRUE,FALSE,FALSE
NRG1,TRUE,TRUE,FALSE
HRH2,TRUE,FALSE,FALSE
SHTN1,TRUE,FALSE,FALSE
NFAM1,TRUE,FALSE,FALSE
PTCH2,TRUE,FALSE,FALSE
NADK,TRUE,FALSE,TRUE
PID1,TRUE,FALSE,TRUE
LMO2,TRUE,TRUE,TRUE
EMILIN2,TRUE,FALSE,FALSE
C15orf39,TRUE,FALSE,FALSE
ADAP2,TRUE,FALSE,FALSE
KYNU,TRUE,TRUE,FALSE
TFEC,TRUE,FALSE,FALSE
TLR4,TRUE,FALSE,FALSE
KCNE3,TRUE,FALSE,FALSE
EREG,TRUE,FALSE,FALSE
CD74,TRUE,TRUE,TRUE
IRF5,TRUE,TRUE,FALSE
RASSF2,TRUE,TRUE,TRUE
CREB5,TRUE,FALSE,FALSE
TLR2,TRUE,FALSE,FALSE
CD300LF,TRUE,TRUE,FALSE
MTMR11,TRUE,FALSE,FALSE
CD93,TRUE,FALSE,FALSE
GABARAP,TRUE,FALSE,FALSE
NAGA,TRUE,FALSE,FALSE
CAMK1,TRUE,TRUE,FALSE
TRIB1,TRUE,TRUE,FALSE
CHN2,TRUE,FALSE,FALSE
RASGRP4,TRUE,FALSE,FALSE
ARHGEF40,TRUE,FALSE,FALSE
ZFHX3,TRUE,FALSE,FALSE
CCR1,TRUE,TRUE,FALSE
SAMD4A,TRUE,FALSE,TRUE
SLC15A3,TRUE,FALSE,FALSE
STAC3,TRUE,FALSE,TRUE
MEFV,TRUE,FALSE,FALSE
SEMA4A,TRUE,FALSE,FALSE
HCAR3,TRUE,FALSE,FALSE
ZNF467,TRUE,FALSE,FALSE
ASGR2,TRUE,FALSE,FALSE
TMEM170B,TRUE,FALSE,FALSE
RNASE2,TRUE,TRUE,TRUE
HBEGF,TRUE,TRUE,FALSE
LINC00877,TRUE,FALSE,TRUE
DYSF,TRUE,FALSE,FALSE
RPSA,TRUE,TRUE,TRUE
RPL13A,TRUE,TRUE,TRUE
TMSB10,TRUE,TRUE,TRUE
RPS21,TRUE,TRUE,TRUE
ACTB,TRUE,TRUE,TRUE
SERF2,TRUE,TRUE,FALSE
CD247,TRUE,FALSE,TRUE
MPP1,TRUE,TRUE,FALSE
APOBR,TRUE,FALSE,FALSE
TRBC2,TRUE,TRUE,TRUE
AMPD2,TRUE,TRUE,FALSE
RPL37A,TRUE,TRUE,TRUE
PTGS2,TRUE,FALSE,FALSE
RPL17,TRUE,TRUE,TRUE
SMAP2,TRUE,FALSE,TRUE
BCL6,TRUE,FALSE,TRUE
BACH1,TRUE,TRUE,TRUE
TET2,TRUE,FALSE,FALSE
STAT2,TRUE,TRUE,TRUE
GAB2,TRUE,FALSE,FALSE
DAPK1,TRUE,TRUE,FALSE
GZMM,TRUE,FALSE,FALSE
GK,TRUE,FALSE,FALSE
F13A1,TRUE,FALSE,FALSE
IFI6,TRUE,TRUE,TRUE
GABBR1,TRUE,FALSE,FALSE
CD3G,TRUE,TRUE,TRUE
RHOB,TRUE,TRUE,FALSE
NBPF14,TRUE,FALSE,FALSE
PARP14,TRUE,TRUE,TRUE
ENTPD1,TRUE,FALSE,FALSE
CHST15,TRUE,FALSE,FALSE
FCMR,TRUE,TRUE,TRUE
TMEM176B,TRUE,TRUE,TRUE
GNB4,TRUE,FALSE,FALSE
ATP6V0C,TRUE,FALSE,TRUE
SLC16A3,TRUE,FALSE,TRUE
PFKFB3,TRUE,FALSE,TRUE
METRNL,TRUE,TRUE,FALSE
SECTM1,TRUE,FALSE,TRUE
SORT1,TRUE,FALSE,FALSE
SPOCK2,TRUE,TRUE,TRUE
QPCT,TRUE,TRUE,FALSE
PER1,TRUE,TRUE,TRUE
SKAP2,TRUE,TRUE,FALSE
ZFP36,TRUE,TRUE,FALSE
OTUD1,TRUE,FALSE,FALSE
NINJ1,TRUE,FALSE,TRUE
PARVG,TRUE,TRUE,TRUE
JDP2,TRUE,TRUE,FALSE
TPP1,TRUE,FALSE,FALSE
NBPF26,TRUE,FALSE,FALSE
CD83,TRUE,TRUE,TRUE
UNC93B1,TRUE,TRUE,TRUE
CD2,TRUE,TRUE,FALSE
NACC2,TRUE,FALSE,FALSE
LAT2,TRUE,FALSE,FALSE
IER5,TRUE,FALSE,FALSE
RHOH,TRUE,TRUE,FALSE
GBP2,TRUE,TRUE,TRUE
HPSE,TRUE,FALSE,FALSE
FGD2,TRUE,FALSE,TRUE
RARA-AS1,TRUE,FALSE,FALSE
DENND1A,TRUE,FALSE,FALSE
CMTM6,TRUE,TRUE,TRUE
RAB3D,TRUE,FALSE,FALSE
RARA,TRUE,TRUE,TRUE
LBH,TRUE,TRUE,TRUE
FOSL2,TRUE,FALSE,TRUE
RBM47,TRUE,FALSE,FALSE
ZAP70,TRUE,FALSE,FALSE
HIF1A,TRUE,FALSE,TRUE
SKAP1,TRUE,FALSE,FALSE
BCL3,TRUE,TRUE,TRUE
SULF2,TRUE,TRUE,FALSE
LAT,TRUE,TRUE,TRUE
GNAQ,TRUE,FALSE,FALSE
ANKRD13D,TRUE,FALSE,FALSE
ABCA1,TRUE,TRUE,FALSE
CD300A,TRUE,FALSE,TRUE
ARRB1,TRUE,FALSE,FALSE
LINC00861,TRUE,TRUE,FALSE
PLPPR2,TRUE,FALSE,FALSE
MAP3K3,TRUE,FALSE,FALSE
CXorf21,TRUE,FALSE,FALSE
NFKBIA,TRUE,TRUE,TRUE
ZDHHC1,TRUE,FALSE,FALSE
RPL18A,TRUE,TRUE,TRUE
C12orf75,TRUE,TRUE,TRUE
DOCK5,TRUE,FALSE,FALSE
ADAM15,TRUE,FALSE,FALSE
HIST2H2AA4,TRUE,FALSE,TRUE
UBE2R2,TRUE,FALSE,FALSE
MBOAT7,TRUE,FALSE,FALSE
IFIT3,TRUE,TRUE,TRUE
AHNAK,TRUE,FALSE,TRUE
P2RX7,TRUE,FALSE,FALSE
G0S2,TRUE,FALSE,FALSE
CIRBP,TRUE,TRUE,FALSE
CAST,TRUE,TRUE,FALSE
NRGN,TRUE,TRUE,TRUE
SMARCD3,TRUE,FALSE,FALSE
ADGRE5,TRUE,FALSE,TRUE
ABLIM1,TRUE,FALSE,TRUE
SPECC1,TRUE,FALSE,FALSE
GNA15,TRUE,TRUE,FALSE
RNPEP,TRUE,FALSE,FALSE
PKM,TRUE,TRUE,FALSE
PPP1R9B,TRUE,FALSE,FALSE
HOTAIRM1,TRUE,FALSE,FALSE
MTHFD2,TRUE,FALSE,FALSE
ATF5,TRUE,FALSE,FALSE
DENND3,TRUE,TRUE,TRUE
SNX27,TRUE,FALSE,FALSE
KIAA0513,TRUE,FALSE,FALSE
DSE,TRUE,TRUE,TRUE
CST7,TRUE,TRUE,TRUE
ZNF106,TRUE,FALSE,FALSE
TTYH3,TRUE,FALSE,FALSE
ITM2A,TRUE,FALSE,FALSE
IFI44,TRUE,TRUE,TRUE
RIN3,TRUE,TRUE,FALSE
PLXNC1,TRUE,FALSE,FALSE
PLIN3,TRUE,TRUE,FALSE
FGD4,TRUE,FALSE,FALSE
TCF7,TRUE,FALSE,TRUE
IL15,TRUE,FALSE,TRUE
PPM1F,TRUE,FALSE,FALSE
SOCS3,TRUE,TRUE,TRUE
GZMA,TRUE,TRUE,TRUE
FKBP15,TRUE,FALSE,FALSE
MTPN,TRUE,TRUE,FALSE
TLE3,TRUE,TRUE,FALSE
CD6,TRUE,FALSE,TRUE
PTPN18,TRUE,FALSE,TRUE
KLF6,TRUE,TRUE,TRUE
RTN3,TRUE,FALSE,FALSE
ETS2,TRUE,TRUE,FALSE
GNG10,TRUE,FALSE,FALSE
ARID3A,TRUE,TRUE,TRUE
BIN1,TRUE,TRUE,FALSE
EEF1G,TRUE,TRUE,TRUE
INPPL1,TRUE,FALSE,FALSE
DUSP3,TRUE,FALSE,FALSE
SLC27A3,TRUE,FALSE,FALSE
ACER3,TRUE,TRUE,FALSE
GCH1,TRUE,TRUE,FALSE
BST2,TRUE,TRUE,TRUE
VASP,TRUE,TRUE,TRUE
IL10RB,TRUE,TRUE,TRUE
DENND6B,TRUE,FALSE,FALSE
UBE2L6,TRUE,TRUE,TRUE
HNRNPA1,TRUE,TRUE,FALSE
MAL,TRUE,FALSE,TRUE
CD27,TRUE,TRUE,TRUE
PLXND1,TRUE,FALSE,FALSE
ID2,TRUE,TRUE,FALSE
MAN2B1,TRUE,FALSE,TRUE
PPIF,TRUE,TRUE,FALSE
RPS28,TRUE,TRUE,TRUE
ZSWIM6,TRUE,TRUE,TRUE
FXYD2,TRUE,FALSE,FALSE
CLEC2D,TRUE,TRUE,TRUE
ETS1,TRUE,FALSE,TRUE
RPS6KA4,TRUE,FALSE,FALSE
PTTG1IP,TRUE,TRUE,FALSE
TRBC1,TRUE,FALSE,FALSE
CORO1C,TRUE,FALSE,FALSE
CAMK4,TRUE,FALSE,TRUE
NAAA,TRUE,FALSE,FALSE
CDC25B,TRUE,FALSE,TRUE
SLC38A1,TRUE,FALSE,FALSE
SRGAP2,TRUE,FALSE,TRUE
APAF1,TRUE,FALSE,FALSE
MYO15B,TRUE,FALSE,FALSE
SCML4,TRUE,FALSE,FALSE
TC2N,TRUE,TRUE,TRUE
ATP1B3,TRUE,TRUE,TRUE
PRKCB,TRUE,FALSE,FALSE
IL6R,TRUE,FALSE,FALSE
GNB2,TRUE,TRUE,FALSE
SERPING1,TRUE,FALSE,TRUE
KDM1B,TRUE,FALSE,FALSE
GZMH,TRUE,FALSE,TRUE
MAP2K3,TRUE,FALSE,TRUE
